语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,场所合计,出现问题合计,脱网次数、mos质差次数、未接通掉话次数合计
4,5,4,4,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,6.96,1,6,6,22,14.96,6,0,165,1,672754,672754,0,4,4,2,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,110,110,18,51,110,0,84,1,13075727,13075727,0,4,0,0,1
9,8,9,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,216,216,11,57.17,216,0,85,1,530535,530535,0,2,2,2,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,180,180,17,60,180,0,234,1,2381227,2381227,0,4,0,0,0
1,4,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,659,659,22,298,659,0,207,1,13444581,13444581,0,7,1,2,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,112,112,11,45,112,0,176,1,10545196,10545196,0,3,0,0,0
8,6,9,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,609.85,1,18,1,315,315,11,100.93,315,0,974,1,14905726,14905726,0,5,1,3,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,56,56,17,165,56,0,675,1,3337586,3337586,1,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,290,290,18,159,290,0,468,1,1713417,1713417,0,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,356,356,11,248,356,0,866,1,8180321,8180321,0,6,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,233,233,22,25,233,0,82,1,2110369,2110369,0,4,0,0,0
9,9,9,9,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,1,219,219,11,43.6,219,0,166,1,15150937,15150937,0,4,2,1,0
9,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,55,55,22,111,55,0,138,1,19804751,19804751,0,5,0,0,2
9,8,7,8,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,0,1,0,0,1,0,1,505,505,11,59,505,0,618,1,4040333,4040333,0,5,3,3,4
9,8,9,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,542,542,18,50.71,542,0,433,1,9222951,9222951,1,4,1,1,0
8,7,8,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,718,718,22,60,718,0,563,1,21296823,21296823,0,4,2,1,0
9,9,9,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,321,321,22,89.45,321,0,220,1,11021995,11021995,0,4,2,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,1,3108,3108,11,286.45,3108,0,849,1,18559603,18559603,1,5,0,0,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,409,409,11,139,409,0,317,1,7660870,7660870,0,4,0,0,1
5,5,5,4,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,522,522,4,318,522,19,456,1,13618262,13618262,1,7,3,2,0
9,9,9,9,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,4,1,0,1,0,0,1,0,1,281,281,4,44.24,281,0,426,1,17665148,17665148,0,4,3,3,5
0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,6,6,0,0,1,0,0,1,0,1,724,724,22,201.3,724,0,1888,1,2633611,2633611,0,6,2,6,12
9,7,8,8,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,2,0,0,2,0,0,1,0,1,1098,1098,22,203,1098,0,1121,1,50444169,50444169,1,5,4,3,2
6,6,6,7,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,2,1,0,1,0,0,1,0,1,145,145,22,128,145,0,314,1,11021636,11021636,0,5,3,5,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,17,1,1223,1223,22,79.8,1223,0,321,1,31840600,31840600,0,3,0,0,1
9,9,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,5,1,106,106,11,54,106,0,205,1,15934324,15934324,1,2,1,1,0
9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,124,124,11,59,124,0,156,1,19665175,19665175,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0,1,0,1,392,392,22,93,392,0,234,1,7396654,7396654,0,5,0,0,7
6,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,800,800,22,141,800,0,501,1,18625560,18625560,1,5,0,0,2
8,8,8,9,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,116,116,22,171.79,116,0,356,1,2876979,2876979,0,5,2,3,1
8,8,9,7,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,332,332,11,34.35,332,0,531,1,10946474,10946474,0,3,3,2,0
0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,30,0,0,2,0,0,1,0,1,1608,1608,22,389,1608,0,1195,1,55281602,55281602,1,7,7,6,30
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,341,341,11,128,341,0,360,1,3307232,3307232,0,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,2,0,0,1,0,1,1474,1474,11,89,1474,0,808,1,1272603,1272603,1,5,0,0,13
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,2,0,0,1,0,1,298,298,11,0,298,0,0,1,69825692,69825692,1,5,0,0,22
7,6,7,6,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,160,160,14,40.16,160,0,252,0.999989,4604600,4604548,0,4,2,3,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,484,484,11,88,484,0,403,0.999837,257007,256965,0,4,0,0,0
9,7,6,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,195,195,11,48,195,0,301,0.997887,428750,427844,0,4,1,1,0
6,8,7,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,541,541,14,10.66,541,0,229,0,0,0,0,3,2,2,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,14,18,3,0,45,0,0,0,0,0,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,235,235,11,18,235,0,277,0,0,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,122,14,19.2,122,0,238,0,0,0,0,4,0,0,0
8,8,8,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,2,0,0,1,0,0,1,0,1,131,131,24,71,131,0,329,1,4026425,4026425,0,4,1,1,16
5,4,5,5,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,698,698,11,78,698,0,660,1,1167060,1167060,0,3,2,3,0
8,6,8,7,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,63,63,11,9,63,0,147,1,9956409,9956409,1,4,2,2,0
9,7,7,8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.14,1,0.29,1,240,240,11,9.29,240,0,85,1,1066,1066,0,4,2,1,0
9,9,9,9,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,74,74,11,49.19,74,0,121,1,38259917,38259917,0,4,1,4,0
4,3,4,3,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.998363,611,610,22,123.9,611,0,594,1,20011684,20011684,0,5,4,4,0
7,7,7,7,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0.998088,523,522,11,175,523,0,479,1,47111855,47111855,1,5,4,5,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.994764,191,190,11,34,191,0,88,1,5439428,5439428,0,4,0,0,0
9,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0.992759,1381,1371,22,316,1381,0,1864,1,26185060,26185060,1,7,0,0,4
7,6,8,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.991632,239,237,17,25,239,0,214,1,33877052,33877052,0,3,1,1,0
7,7,7,5,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0.990909,110,109,22,91,110,0,203,1,8208721,8208721,1,5,1,4,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.989726,584,578,17,132,584,0,536,1,826753,826753,1,5,1,1,0
9,9,9,8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38.66,1,10,0.989583,288,285,11,19.05,288,0,134,1,7575087,7575087,0,4,2,2,0
2,1,3,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0.987234,235,232,22,119.3,235,0,533,1,676500,676500,0,4,3,5,0
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.984615,325,320,11,28,325,0,125,1,616949,616949,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0.982143,168,165,11,48,168,0,163,0.893894,39022570,34882058,0,4,0,0,2
4,4,4,3,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.981693,437,429,11,60,437,0,554,0.915179,3126985,2861752,0,4,3,5,0
7,7,7,7,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,2,0,0,1,0,0.981481,594,583,18,116.05,594,0,529,0.990584,48868919,48408790,1,5,2,4,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.980114,352,345,11,78.78,352,0,628,1,42931089,42931089,0,4,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0.979167,48,47,17,29,48,0,96,0.997757,792178,790401,1,3,1,2,0
8,8,8,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,2,0,0,1,0,0,1,0,0.977143,175,171,11,49.59,175,0,215,1,6405443,6405443,0,4,1,2,9
7,9,7,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0.973437,640,623,11,272.29,640,0,1780,0.997767,38111249,38026146,1,5,2,1,0
7,6,9,6,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0.968254,126,122,17,57,126,0,152,1,5806231,5806231,1,4,5,4,0
9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,1,0,0,1,0,0.966355,535,517,18,98,535,0,503,1,26531176,26531176,0,5,0,0,15
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.966119,974,941,22,159.47,974,0,540,1,5380111,5380111,1,5,0,0,0
5,4,3,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0.963964,111,107,22,87,111,0,258,1,22371042,22371042,1,4,1,2,0
7,7,7,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0.963636,220,212,11,158,220,0,337,1,55226570,55226570,1,5,2,1,0
3,3,3,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,6,3,1,0,1,0,0,1,0,0.95941,271,260,17,59,271,0,255,0.886103,7082762,6276059,0,3,6,6,10
9,4,7,7,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.956376,298,285,22,41.98,298,0,275,0.935457,3538633,3310239,0,4,1,4,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.954819,332,317,11,59,332,0,1881,1,119037,119037,0,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.953846,130,124,22,95,130,0,155,0.82295,4745456,3905274,1,4,0,0,0
9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0.953722,497,474,11,168,497,0,378,1,66831346,66831346,0,6,0,0,2
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0.948052,3234,3066,11,130.1,3234,0,3079,0.957533,22276211,21330214,1,5,2,3,0
7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.946565,262,248,22,73.45,262,0,152,0.930067,120429,112007,0,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0.938272,81,76,11,38,81,0,169,0.51224,2168991,1111045,0,4,0,0,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.935361,263,246,11,90,263,0,168,0.555574,1622094,901194,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.933333,75,70,11,64,75,0,160,1,55370770,55370770,0,4,0,0,0
9,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.930556,72,67,24,114,72,0,121,1,8235746,8235746,0,5,0,0,0
5,5,6,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,79.02,1,20,0.919643,112,103,11,61.04,112,0,120,1,5001637,5001637,1,4,2,2,0
8,8,8,8,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,5,0,0,1,0,0,1,0,0.895652,920,824,11,124.6,920,0,1258,0.844413,3651826,3083649,0,5,2,4,5
9,9,9,9,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,24,0,0,0,2,0,0,1,0,0.893229,384,343,22,128,384,0,130,0.780065,44736836,34897633,1,5,2,4,24
9,9,9,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0.887987,616,547,11,91.84,616,0,907,0.841742,16076726,13532463,1,4,3,1,1
3,5,5,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,17,2,0,0,2,0,1176.64,1,18,0.885906,298,264,22,144.96,298,0,98,0.232567,29373368,6831290,1,5,2,3,19
6,5,6,6,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.883534,249,220,17,19,249,0,329,0.89395,116436,104088,0,4,4,4,0
9,8,7,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0.875,1328,1162,18,314.1,1328,0,1211,0.938398,7276970,6828694,1,6,1,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.875,184,161,22,10,184,0,75,0,0,0,0,4,0,0,0
9,9,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.869732,522,454,11,99.1,522,0,431,0.975257,77837150,75911231,0,4,7,3,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0.866267,1002,868,22,186.57,1002,0,163,0.789104,27031201,21330423,1,4,0,0,4
7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,60,0.855172,145,124,18,278.9,145,0,349,0.952401,133921479,127547012,0,6,0,0,0
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,178.93,1,5,0.841785,493,415,11,133,493,0,739,0.853802,70425015,60129029,1,5,0,0,0
9,9,9,9,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.831034,290,241,11,65.76,290,0,172,0.694452,13548172,9408550,0,4,3,2,0
9,9,9,9,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,14,1,0,1,0,0,1,0,0.826495,1706,1410,11,192.1,1706,9,994,0.903958,43036100,38902806,0,5,3,1,15
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,68.99,1,10,0.824242,165,136,11,52.8,165,0,127,0.7871,13924835,10960237,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0.816399,561,458,17,193.4,561,0,296,0.992069,40199005,39880189,0,5,0,0,4
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.792,250,198,22,111,250,0,312,1,39525607,39525607,0,5,0,0,0
6,8,6,6,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0.769231,247,190,14,96.36,247,0,402,0.614992,4951707,3045262,1,4,1,2,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.766017,1077,825,11,198.3,1077,0,763,0.992778,61308143,60865394,1,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,0,2439.33,1,48,0.737779,2639,1947,11,287,2639,0,1818,0.92411,117556786,108635384,1,5,0,0,11
5,4,7,7,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.737637,728,537,22,157.9,728,0,330,0.600621,11763749,7065558,0,5,1,4,0
7,6,6,7,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0.729032,620,452,22,125,620,0,278,0.851132,37976273,32322803,0,5,1,3,4
5,6,6,7,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.728764,1036,755,11,128,1036,0,1146,0.578629,37540886,21722262,0,5,4,2,0
7,7,7,7,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,4,0,0,1,0,0,1,0,0.719603,403,290,11,70,403,0,531,0.656908,2671757,1755099,0,4,4,3,4
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0.715859,454,325,22,60.3,454,0,503,0.944172,19518009,18428360,1,4,0,0,6
3,5,4,3,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,8,2,0,2,0,0,1,0,0.712792,4878,3477,22,628.25,4878,0,3314,0.708733,21711311,15387514,1,8,5,4,10
9,7,9,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.707883,647,458,11,134.3,647,0,285,0.749987,16447933,12335743,0,5,1,1,0
5,6,6,6,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.705882,102,72,22,25,102,0,15,0.491112,29242585,14361386,0,2,1,5,0
9,9,8,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,6,2,0,1,0,0,1,0,0.70579,639,451,18,140,639,0,577,0.990658,11541413,11433595,0,5,1,1,86
9,9,9,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,0,1,0,0,1,0,0.702064,2665,1871,11,175,2665,0,2722,0.826275,15256306,12605897,0,5,1,1,10
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.701754,171,120,14,29,171,0,335,0.855995,4492102,3845218,1,3,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.692935,368,255,11,143,368,0,382,0.897738,30820519,27668761,0,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.689796,980,676,11,55,980,0,225,0.845131,28642835,24206951,1,4,0,0,0
5,4,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.674286,175,118,22,69,175,0,163,0.731845,7195980,5266339,0,3,1,1,0
7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0.66989,724,485,17,49,724,0,483,0.300391,4340282,1303781,1,4,0,0,6
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,2,0,0,1,0,0.663787,1505,999,22,198,1505,0,1202,0.442277,15154300,6702392,1,5,0,0,29
9,8,9,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0.663283,591,392,11,71,591,0,447,0.872563,14271023,12452372,1,4,1,2,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,2,0,0,2,0,0,1,0,0.653226,124,81,18,98,124,0,39,0.51719,28023807,14493637,1,4,0,0,377
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,0,0,1,0,0.646526,331,214,11,93,331,0,241,0.058207,18769008,1092480,0,5,0,0,10
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,1,0,0,1,0,0.617647,204,126,11,11,204,0,97,0.621365,71800,44614,0,4,0,0,16
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,1,0,0,1,0,0.604027,1490,900,11,130,1490,0,1836,0.812485,5807286,4718331,0,5,0,0,21
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0,0,0,1,0,0,1,0,0.591837,294,174,22,408.1,294,0,199,0.607792,40906010,24862341,0,8,2,4,6
9,7,8,8,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,6,0,0,1,0,0,1,0,0.589226,297,175,11,10.55,297,0,210,0.605962,338236,204958,0,4,3,3,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,1,0,0.588843,484,285,22,48,484,0,161,0.562962,7279836,4098272,0,4,0,0,13
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,1,0,0,1,0,0.580645,124,72,22,58,124,0,174,0.511035,4124108,2107563,0,4,0,0,9
8,8,8,7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,2,0,104.21,1,26.37,0.573343,1418,813,22,120.74,1418,0,432,0.537387,15315459,8230329,1,4,2,1,13
9,9,9,9,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0.564969,2101,1187,11,149.6,2101,0,1188,0.400598,28286561,11331539,1,5,2,4,1
6,7,7,6,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,20,11,0,0,1,0,0,1,0,0.557414,897,500,22,195.38,897,0,418,0.288925,19524450,5641095,0,4,2,2,31
8,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,0,1,0,0,1,0,0.544843,446,243,14,21.8,446,0,397,0.937129,11325036,10613018,0,4,0,0,57
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0.542553,752,408,11,110.35,752,0,538,0.311102,24187512,7524773,1,4,0,0,4
7,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,1,10,0.539683,63,34,11,62.9,63,0,151,0.59454,21337106,12685768,0,3,0,0,9
9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.53271,214,114,11,66,214,0,275,0.128453,22411559,2878839,1,4,0,0,0
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0.525952,578,304,11,95,578,0,430,0.4004,15030305,6018128,1,4,0,0,3
9,9,9,9,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,6,5,8,0,1,0,0,1,0,0.513793,290,149,22,65,290,0,278,1,9032208,9032208,0,4,1,4,19
9,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.503876,129,65,11,0,129,0,0,0.745405,31689901,23621825,0,5,0,0,0
9,7,9,9,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,11,4,0,1,0,0,1,0,0.500752,665,333,22,125,665,0,545,0.697568,15491712,10806527,0,5,3,3,15
9,7,8,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,658,329,22,111,658,0,406,0.242622,25350334,6150539,0,5,1,1,0
9,9,9,9,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0.5,222,111,22,24.13,222,0,123,0.718375,157170,112907,0,4,2,1,3
